sDate,Open,High,Low,Close,Volume
01/20/2021,"91.57","95.19","91.28","94.35","49,805,160"
01/19/2021,"87.61","90.46","87.07","89.54","34,692,280"
01/15/2021,"86.91","87.80","86.08","86.81","26,843,400"
01/14/2021,"87.68","88.75","86.67","87.01","23,589,540"
01/13/2021,"86.93","88.25","86.90","87.72","21,882,620"
01/12/2021,"87.70","88.90","86.27","87.33","27,153,820"
01/11/2021,"89.30","89.72","88.03","88.34","24,194,700"
01/08/2021,"89.40","90.49","88.68","90.36","41,020,040"
01/07/2021,"87.00","89.42","86.85","89.36","45,300,440"
01/06/2021,"85.13","87.40","84.95","86.76","52,042,280"
01/05/2021,"86.25","87.38","85.90","87.05","22,906,940"
01/04/2021,"87.88","88.03","85.39","86.41","38,037,100"
12/31/2020,"86.77","87.95","86.77","87.59","20,244,800"
12/30/2020,"88.10","88.25","86.28","86.98","26,122,600"
12/29/2020,"89.39","89.62","87.80","87.94","25,987,900"
12/28/2020,"87.58","89.54","87.32","88.80","27,860,660"
12/24/2020,"86.75","87.30","86.46","86.94","6,935,060"
12/23/2020,"86.41","87.40","86.25","86.62","20,678,340"
12/22/2020,"86.72","86.87","85.63","86.18","18,766,920"
12/21/2020,"85.68","87.04","84.95","86.97","36,567,560"
12/18/2020,"87.71","87.76","86.01","86.55","80,327,060"
12/17/2020,"88.43","88.59","86.93","87.40","32,494,880"
12/16/2020,"88.64","88.65","87.80","88.15","30,270,860"
12/15/2020,"88.22","88.57","87.50","88.39","29,645,220"
12/14/2020,"88.75","89.87","87.86","88.00","32,003,460"
12/11/2020,"88.15","89.22","88.00","89.09","24,413,020"
12/10/2020,"88.49","89.07","87.02","88.77","27,256,960"
12/09/2020,"90.60","91.71","88.39","89.21","30,151,160"
12/08/2020,"90.51","91.10","89.81","90.93","21,926,380"
12/07/2020,"90.95","91.62","90.29","90.97","26,418,920"
12/04/2020,"91.23","91.66","90.85","91.40","27,563,320"
12/03/2020,"91.20","92.36","91.13","91.34","24,545,960"
12/02/2020,"89.91","91.78","89.47","91.40","24,440,640"
12/01/2020,"88.72","91.24","88.47","89.91","34,780,900"
11/30/2020,"89.06","89.40","87.75","88.04","36,476,720"
11/27/2020,"88.65","90.20","88.62","89.66","17,698,320"
11/25/2020,"88.64","88.93","87.83","88.57","20,922,440"
11/24/2020,"86.53","88.58","86.38","88.44","31,594,060"
11/23/2020,"87.48","87.70","85.89","86.74","43,239,500"
11/20/2020,"88.26","88.70","87.09","87.11","46,273,100"
11/19/2020,"86.92","88.48","86.85","88.20","24,998,200"
11/18/2020,"88.26","88.67","87.31","87.34","23,469,320"
11/17/2020,"88.85","89.25","88.35","88.51","22,942,280"
11/16/2020,"88.59","89.95","88.38","89.07","24,935,700"
11/13/2020,"87.88","89.05","87.23","88.85","30,011,480"
11/12/2020,"87.38","88.41","87.28","87.49","24,975,080"
11/11/2020,"87.50","88.21","87.37","87.64","25,279,320"
11/10/2020,"86.55","88.15","85.87","87.02","52,722,840"
11/09/2020,"89.55","90.90","88.00","88.15","45,365,400"
11/06/2020,"87.70","88.62","87.02","88.09","33,224,500"
11/05/2020,"89.05","89.68","87.53","88.17","41,316,240"
11/04/2020,"85.51","88.57","85.30","87.46","71,418,540"
11/03/2020,"81.59","83.09","80.83","82.51","33,233,060"
11/02/2020,"81.41","83.04","80.80","81.30","50,708,920"
10/30/2020,"83.61","84.35","80.22","81.05","86,617,240"
10/29/2020,"76.12","79.69","76.11","78.36","40,061,280"
10/28/2020,"77.99","78.07","75.73","75.83","36,679,180"
10/27/2020,"79.78","80.34","79.14","80.21","24,580,040"
10/26/2020,"81.25","81.91","78.83","79.52","37,065,080"
10/23/2020,"81.30","82.12","81.03","82.05","27,516,880"
10/22/2020,"79.65","81.10","79.25","80.77","28,680,840"
10/21/2020,"78.67","80.94","78.58","79.67","51,366,900"
10/20/2020,"76.35","78.88","76.28","77.80","44,851,440"
10/19/2020,"79.02","79.41","76.40","76.73","32,141,500"
10/16/2020,"78.29","79.06","78.15","78.65","28,702,740"
10/15/2020,"77.36","78.76","77.25","77.96","30,816,340"
10/14/2020,"78.93","79.38","77.53","78.40","38,619,800"
10/13/2020,"79.19","79.50","78.16","78.58","32,020,860"
10/12/2020,"77.15","79.69","76.63","78.46","49,651,200"
10/09/2020,"74.74","75.83","74.47","75.76","28,710,840"
10/08/2020,"73.25","74.50","73.25","74.30","23,756,620"
10/07/2020,"73.21","73.45","71.80","73.01","34,923,120"
10/06/2020,"73.78","74.34","72.43","72.67","24,908,460"
10/05/2020,"73.31","74.41","73.21","74.30","22,265,140"
10/02/2020,"73.10","74.16","72.55","72.92","25,681,420"
10/01/2020,"74.21","74.95","73.96","74.50","35,589,940"
09/30/2020,"73.34","74.49","72.99","73.48","34,032,160"
09/29/2020,"73.52","73.83","72.94","73.47","19,582,040"
09/28/2020,"73.71","73.84","72.47","73.23","40,158,820"
09/25/2020,"71.63","72.50","70.67","72.25","26,467,500"
09/24/2020,"70.55","72.19","70.49","71.41","29,004,320"
09/23/2020,"72.94","73.05","70.39","70.76","33,147,000"
09/22/2020,"72.50","73.48","71.73","73.27","31,664,020"
09/21/2020,"72.00","72.42","70.33","71.56","57,776,540"
09/18/2020,"74.90","75.15","71.86","73.00","62,077,640"
09/17/2020,"74.80","75.41","73.50","74.78","37,595,020"
09/16/2020,"77.78","78.10","75.99","76.05","26,245,980"
09/15/2020,"76.80","77.98","76.59","77.07","26,621,640"
09/14/2020,"76.95","78.20","75.79","75.96","33,931,780"
09/11/2020,"76.80","78.76","74.87","76.04","31,941,740"
09/10/2020,"78.03","79.20","76.29","76.60","32,371,140"
09/09/2020,"77.88","78.45","76.80","77.85","35,494,080"
09/08/2020,"76.68","78.19","76.40","76.62","52,217,680"
09/04/2020,"81.21","82.26","77.38","79.55","52,171,360"
09/03/2020,"85.49","85.49","80.75","82.09","62,155,260"
09/02/2020,"83.69","86.66","83.32","86.41","50,223,600"
09/01/2020,"81.83","83.29","81.61","83.04","36,533,100"
08/31/2020,"82.39","82.40","81.52","81.71","36,468,120"
08/28/2020,"81.67","82.36","81.54","82.22","29,995,640"
08/27/2020,"82.68","82.75","81.29","81.72","37,232,040"
08/26/2020,"80.40","82.96","80.18","82.62","71,621,440"
08/25/2020,"79.10","80.58","79.10","80.41","42,641,680"
08/24/2020,"79.70","80.71","79.03","79.41","28,204,580"
08/21/2020,"78.85","79.89","78.40","79.02","28,929,060"
08/20/2020,"77.17","79.29","76.91","79.09","34,137,540"
08/19/2020,"77.67","78.68","77.20","77.38","33,212,220"
08/18/2020,"76.31","78.12","76.19","77.93","40,541,720"
08/17/2020,"75.73","76.28","75.40","75.90","27,572,000"
08/14/2020,"75.78","76.10","75.14","75.39","27,104,000"
08/13/2020,"75.52","76.86","75.40","75.92","29,104,160"
08/12/2020,"74.28","75.62","74.26","75.33","28,753,100"
08/11/2020,"74.62","75.50","73.90","74.02","29,087,300"
08/10/2020,"74.36","75.20","73.65","74.81","25,790,600"
08/07/2020,"75.00","75.84","74.08","74.72","31,556,520"
08/06/2020,"73.59","75.12","73.30","75.01","39,907,360"
08/05/2020,"73.47","74.12","73.17","73.68","39,599,140"
08/04/2020,"73.83","74.28","72.93","73.25","38,069,780"
08/03/2020,"74.33","74.52","73.28","73.72","46,630,280"
07/31/2020,"75.25","75.45","72.70","74.15","68,580,720"
07/30/2020,"74.85","76.89","74.61","76.57","33,427,920"
07/29/2020,"75.32","76.56","75.07","76.10","22,130,680"
07/28/2020,"76.26","76.32","74.88","75.02","34,043,480"
07/27/2020,"75.78","77.05","75.76","76.51","24,919,600"
07/24/2020,"74.95","75.88","74.42","75.59","30,888,080"
07/23/2020,"78.35","78.59","75.37","75.78","32,552,680"
07/22/2020,"78.03","78.50","77.31","78.42","18,639,700"
07/21/2020,"79.35","79.35","77.71","77.92","24,372,900"
07/20/2020,"75.76","78.51","75.18","78.29","31,145,040"
07/17/2020,"76.08","76.17","74.92","75.78","29,140,200"
07/16/2020,"75.00","75.93","74.32","75.90","30,386,900"
07/15/2020,"76.16","76.77","74.90","75.68","32,213,680"
07/14/2020,"74.52","76.15","74.18","76.03","31,700,320"
07/13/2020,"77.50","78.86","75.26","75.57","36,928,480"
07/10/2020,"75.31","77.19","74.83","77.09","37,134,080"
07/09/2020,"75.32","76.14","74.40","75.55","28,466,440"
07/08/2020,"74.72","75.29","74.28","74.80","24,993,160"
07/07/2020,"74.50","75.84","74.18","74.26","29,163,440"
07/06/2020,"74.00","75.33","73.64","74.79","31,279,940"
07/02/2020,"72.35","74.15","72.32","73.24","37,189,600"
07/01/2020,"70.56","72.15","70.49","71.90","35,503,340"
06/30/2020,"69.52","70.93","69.20","70.68","40,847,620"
06/29/2020,"67.91","69.78","67.35","69.75","36,203,600"
06/26/2020,"71.57","71.67","67.60","68.00","85,353,960"
06/25/2020,"71.50","72.15","71.00","72.07","24,609,480"
06/24/2020,"73.08","73.77","71.49","71.60","35,120,440"
06/23/2020,"72.78","73.80","72.26","73.22","28,595,280"
06/22/2020,"71.45","72.64","71.16","72.59","30,848,800"
06/19/2020,"72.20","72.39","71.07","71.59","63,157,500"
06/18/2020,"72.46","72.57","71.35","71.80","31,638,320"
06/17/2020,"72.36","73.00","71.57","72.56","30,992,300"
06/16/2020,"72.26","72.75","71.30","72.14","34,232,280"
06/15/2020,"69.54","71.24","69.40","70.99","30,121,920"
06/12/2020,"71.42","71.85","69.30","70.66","38,927,340"
06/11/2020,"72.12","72.72","70.10","70.19","39,826,640"
06/10/2020,"72.98","73.71","72.81","73.29","30,503,060"
06/09/2020,"72.27","73.40","72.16","72.81","28,184,980"
06/08/2020,"71.12","72.40","71.12","72.33","28,083,560"
06/05/2020,"70.66","72.25","70.30","71.92","34,704,880"
06/04/2020,"71.52","71.95","70.24","70.61","29,685,440"
06/03/2020,"71.92","72.33","71.49","71.82","25,123,720"
06/02/2020,"71.53","71.98","70.94","71.96","25,562,560"
06/01/2020,"70.92","71.90","70.90","71.59","24,342,800"
05/29/2020,"70.85","71.63","70.67","71.45","36,761,180"
05/28/2020,"69.84","72.04","69.80","70.84","33,879,520"
05/27/2020,"70.86","71.09","69.56","70.89","33,722,840"
05/26/2020,"71.86","72.05","70.61","70.85","41,212,860"
05/22/2020,"69.84","70.64","69.59","70.52","26,188,160"
05/21/2020,"70.40","70.77","69.67","70.14","27,703,880"
05/20/2020,"69.48","70.52","69.36","70.34","33,107,500"
05/19/2020,"69.35","69.60","68.67","68.67","25,612,980"
05/18/2020,"68.09","69.62","67.71","69.20","36,479,280"
05/15/2020,"67.50","68.72","66.95","68.66","34,154,940"
05/14/2020,"66.75","67.87","66.20","67.81","32,061,540"
05/13/2020,"68.85","69.27","66.42","67.47","36,251,700"
05/12/2020,"70.36","70.75","68.74","68.79","27,812,000"
05/11/2020,"68.91","70.83","68.86","70.16","28,242,320"
05/08/2020,"69.16","69.94","68.77","69.42","27,761,360"
05/07/2020,"68.30","68.88","67.76","68.63","27,995,180"
05/06/2020,"68.08","68.56","67.36","67.37","24,308,460"
05/05/2020,"66.90","68.70","66.87","67.56","33,030,660"
05/04/2020,"65.41","66.38","64.95","66.34","30,080,340"
05/01/2020,"66.43","67.60","65.55","66.03","41,452,780"
04/30/2020,"66.24","67.64","66.12","67.43","53,378,120"
04/29/2020,"67.07","68.00","66.27","67.07","75,872,480"
04/28/2020,"64.40","64.40","61.61","61.68","59,026,180"
04/27/2020,"64.80","64.81","63.45","63.79","32,011,260"
04/24/2020,"63.06","64.02","62.47","63.97","32,807,880"
04/23/2020,"63.58","64.67","63.28","63.82","31,324,060"
04/22/2020,"62.28","64.28","62.10","63.16","41,862,800"
04/21/2020,"62.35","62.71","60.49","60.82","43,060,060"
04/20/2020,"63.55","64.08","63.07","63.33","33,909,760"
04/17/2020,"64.24","64.72","63.56","64.16","38,980,840"
04/16/2020,"63.71","63.95","62.13","63.17","50,361,980"
04/15/2020,"62.28","64.02","62.02","63.12","33,434,060"
04/14/2020,"62.25","64.10","61.85","63.46","49,407,060"
04/13/2020,"60.46","61.03","59.38","60.88","34,796,560"
04/09/2020,"61.20","61.28","59.84","60.57","43,508,420"
04/08/2020,"60.33","60.95","59.41","60.51","39,502,700"
04/07/2020,"61.05","61.25","59.11","59.33","47,746,580"
04/06/2020,"56.90","59.73","56.55","59.35","52,898,000"
04/03/2020,"55.95","56.18","53.99","54.89","46,268,000"
04/02/2020,"54.91","56.34","54.82","56.04","39,297,620"
04/01/2020,"56.10","56.48","54.87","55.28","46,883,460"
03/31/2020,"57.37","58.77","56.91","58.14","49,759,660"
03/30/2020,"56.25","57.58","54.82","57.34","51,481,220"
03/27/2020,"56.28","57.53","55.30","55.54","64,169,900"
03/26/2020,"55.59","58.50","54.68","58.09","71,475,100"
03/25/2020,"56.32","57.45","54.30","55.12","81,630,560"
03/24/2020,"55.19","56.75","54.53","56.72","66,889,000"
03/23/2020,"53.07","53.57","50.68","52.83","80,882,740"
03/20/2020,"56.79","57.20","53.27","53.62","72,035,000"
03/19/2020,"54.65","57.90","53.01","55.76","73,022,120"
03/18/2020,"52.83","55.33","51.86","54.84","84,668,700"
03/17/2020,"54.66","56.54","52.80","55.99","77,229,780"
03/16/2020,"54.80","57.61","53.72","54.22","85,047,300"
03/13/2020,"58.95","60.99","55.86","60.99","74,002,500"
03/12/2020,"56.30","59.69","55.67","55.75","84,534,960"
03/11/2020,"62.49","63.05","59.80","60.77","52,224,580"
03/10/2020,"63.00","64.06","60.94","64.02","52,227,460"
03/09/2020,"60.27","62.74","60.00","60.78","67,307,300"
03/06/2020,"63.85","65.31","63.05","64.92","53,212,560"
03/05/2020,"67.51","67.95","65.26","65.95","51,225,760"
03/04/2020,"67.96","69.40","67.16","69.33","38,266,300"
03/03/2020,"69.97","70.51","66.60","67.07","48,046,520"
03/02/2020,"67.58","69.54","66.34","69.46","48,629,360"
02/28/2020,"63.88","67.06","63.55","66.97","75,812,360"
02/27/2020,"68.10","68.59","65.86","65.90","59,566,000"
02/26/2020,"69.81","70.79","68.95","69.66","44,080,740"
02/25/2020,"71.65","71.91","69.12","69.42","49,565,560"
02/24/2020,"71.31","71.85","70.57","71.08","57,341,060"
02/21/2020,"75.40","75.61","74.02","74.26","34,645,460"
02/20/2020,"76.10","76.48","75.34","75.91","21,931,040"
02/19/2020,"76.25","76.61","76.07","76.33","18,985,360"
02/18/2020,"75.75","76.58","75.63","75.98","22,422,800"
02/14/2020,"75.78","76.04","75.37","76.04","23,956,720"
02/13/2020,"75.63","76.36","75.23","75.73","18,594,600"
02/12/2020,"75.72","76.03","75.41","75.91","23,351,300"
02/11/2020,"75.59","76.48","75.28","75.44","26,892,660"
02/10/2020,"73.72","75.48","73.72","75.43","28,397,520"
02/07/2020,"73.37","74.29","73.32","73.96","23,445,400"
02/06/2020,"72.52","74.10","72.48","73.81","33,587,680"
02/05/2020,"73.12","73.19","71.53","72.41","39,723,140"
02/04/2020,"72.85","73.48","71.32","72.35","78,659,080"
02/03/2020,"73.10","74.50","72.95","74.30","61,104,320"
01/31/2020,"73.45","73.51","71.43","71.71","48,344,280"
01/30/2020,"72.00","72.86","71.82","72.79","26,788,420"
01/29/2020,"72.94","73.27","72.34","72.93","21,573,340"
01/28/2020,"72.15","72.80","71.62","72.63","31,548,440"
01/27/2020,"71.55","71.90","71.06","71.70","35,104,020"
01/24/2020,"74.68","74.77","73.26","73.34","35,692,880"
01/23/2020,"74.38","74.78","74.11","74.33","27,027,080"
01/22/2020,"74.55","75.16","74.25","74.30","32,216,920"
01/21/2020,"73.96","74.59","73.56","74.22","40,735,600"
01/17/2020,"73.15","74.06","72.91","74.02","47,924,300"
01/16/2020,"72.37","72.60","72.05","72.59","23,473,760"
01/15/2020,"71.51","72.07","71.51","71.96","25,653,700"
01/14/2020,"71.95","72.09","71.42","71.54","31,209,060"
01/13/2020,"71.81","72.03","71.30","71.96","33,069,640"
01/10/2020,"71.38","71.75","70.92","71.49","36,431,320"
01/09/2020,"71.03","71.37","70.51","70.99","30,053,280"
01/08/2020,"69.60","70.58","69.54","70.22","30,583,540"
01/07/2020,"69.90","70.15","69.52","69.67","30,233,860"
01/06/2020,"67.50","69.83","67.50","69.71","34,662,980"
01/03/2020,"67.39","68.63","67.28","68.03","23,740,120"
01/02/2020,"67.08","68.41","67.08","68.37","28,134,620"
12/31/2019,"66.51","66.90","66.45","66.85","19,249,360"
12/30/2019,"67.50","67.65","66.70","66.81","21,026,460"
12/27/2019,"68.15","68.23","67.47","67.59","20,774,360"
12/26/2019,"67.31","68.07","67.22","68.02","13,355,080"
12/24/2019,"67.43","67.51","67.14","67.18","6,950,360"
12/23/2019,"67.79","67.99","67.33","67.44","17,664,000"
12/20/2019,"68.17","68.18","67.45","67.48","66,338,100"
12/19/2019,"67.59","67.91","67.45","67.80","29,402,240"
12/18/2019,"67.83","68.02","67.55","67.63","33,141,380"
12/17/2019,"68.14","68.25","67.57","67.76","37,105,180"
12/16/2019,"67.83","68.23","67.63","68.06","27,949,020"
12/13/2019,"67.40","67.65","67.19","67.39","30,988,500"
12/12/2019,"67.30","67.79","67.03","67.51","25,634,440"
12/11/2019,"67.54","67.56","67.13","67.25","17,015,920"
12/10/2019,"67.08","67.50","66.80","67.23","21,893,060"
12/09/2019,"66.90","67.97","66.89","67.18","27,115,900"
12/06/2019,"66.67","67.20","66.67","67.03","26,310,200"
12/05/2019,"66.40","66.47","65.82","66.41","24,256,360"
12/04/2019,"65.35","66.29","65.24","66.03","30,762,200"
12/03/2019,"63.98","64.92","63.95","64.76","25,372,940"
12/02/2019,"65.05","65.29","64.05","64.50","30,237,020"
11/29/2019,"65.36","65.51","65.20","65.25","11,739,620"
11/27/2019,"65.75","65.92","65.48","65.65","19,926,580"
11/26/2019,"65.49","65.74","65.25","65.68","21,395,900"
11/25/2019,"64.96","65.57","64.91","65.33","20,729,740"
11/22/2019,"65.28","65.44","64.57","64.77","27,730,120"
11/21/2019,"65.07","65.63","64.65","65.07","19,909,980"
11/20/2019,"65.59","65.75","64.56","65.15","26,196,700"
11/19/2019,"66.39","66.39","65.64","65.77","25,387,440"
11/18/2019,"66.61","66.78","65.88","66.04","29,761,660"
11/15/2019,"65.95","66.74","65.71","66.74","35,659,100"
11/14/2019,"64.88","65.85","64.78","65.57","23,886,100"
11/13/2019,"64.70","65.22","64.68","64.90","17,077,220"
11/12/2019,"65.00","65.50","64.79","64.94","21,717,180"
11/11/2019,"65.16","65.32","64.87","64.96","20,248,580"
11/08/2019,"65.26","65.90","65.22","65.57","25,038,320"
11/07/2019,"64.71","66.19","64.71","65.44","40,599,400"
11/06/2019,"64.47","64.69","64.13","64.59","23,059,540"
11/05/2019,"64.64","64.95","64.56","64.60","25,654,220"
11/04/2019,"63.82","64.71","63.82","64.57","30,019,280"
11/01/2019,"63.25","63.73","63.03","63.69","33,401,440"
10/31/2019,"63.06","63.38","62.54","63.01","29,113,020"
10/30/2019,"62.65","63.47","62.60","63.06","28,177,020"
10/29/2019,"63.81","64.08","62.86","63.13","37,727,600"
10/28/2019,"63.77","64.97","63.63","64.50","52,264,740"
10/25/2019,"62.55","63.48","62.50","63.26","24,261,020"
10/24/2019,"63.05","63.20","62.69","63.05","20,797,360"
10/23/2019,"62.12","62.99","62.12","62.96","18,571,900"
10/22/2019,"62.39","62.53","62.07","62.14","20,957,020"
10/21/2019,"62.61","62.73","62.03","62.31","20,760,840"
10/18/2019,"62.67","62.94","62.05","62.27","27,056,780"
10/17/2019,"62.55","63.17","62.50","62.65","19,610,200"
10/16/2019,"62.06","62.74","61.92","62.18","23,363,480"
10/15/2019,"61.02","62.37","61.02","62.15","27,905,180"
10/14/2019,"60.62","61.32","60.59","60.86","17,640,780"
10/11/2019,"61.11","61.42","60.69","60.77","25,542,880"
10/10/2019,"59.93","60.75","59.87","60.43","18,650,620"
10/09/2019,"59.97","60.42","59.88","60.12","17,532,640"
10/08/2019,"59.88","60.30","59.45","59.46","22,835,680"
10/07/2019,"60.22","60.91","60.19","60.38","17,342,980"
10/04/2019,"59.59","60.57","59.46","60.45","23,665,280"
10/03/2019,"59.00","59.45","58.12","59.39","33,273,120"
10/02/2019,"59.85","59.85","58.56","58.83","32,784,740"
10/01/2019,"60.95","61.56","60.18","60.26","27,165,580"
09/30/2019,"61.05","61.30","60.62","60.95","28,393,520"
09/27/2019,"62.15","62.20","60.72","61.25","27,088,640"
09/26/2019,"62.10","62.25","61.61","62.07","31,237,640"
09/25/2019,"60.79","62.42","60.50","62.33","31,877,500"
09/24/2019,"62.00","62.34","60.53","60.94","31,835,720"
09/23/2019,"61.30","61.95","61.21","61.70","21,505,060"
09/20/2019,"61.66","62.17","61.15","61.50","46,745,380"
09/19/2019,"61.60","62.22","61.60","61.94","20,003,100"
09/18/2019,"61.38","61.78","60.83","61.62","22,886,660"
09/17/2019,"61.52","61.75","61.18","61.46","19,162,240"
09/16/2019,"61.48","61.98","61.28","61.57","21,065,980"
09/13/2019,"61.57","62.04","61.35","61.98","26,027,000"
09/12/2019,"61.22","62.09","61.15","61.71","34,518,160"
09/11/2019,"60.17","61.13","60.11","61.01","26,140,660"
09/10/2019,"59.76","60.50","59.73","60.30","25,202,300"
09/09/2019,"60.20","61.00","59.63","60.22","29,437,600"
09/06/2019,"60.41","60.60","60.13","60.25","21,442,860"
09/05/2019,"59.58","60.65","59.58","60.57","28,172,020"
09/04/2019,"58.84","59.17","58.55","59.07","21,379,360"
09/03/2019,"58.85","59.34","58.16","58.42","29,608,400"
08/30/2019,"59.93","59.93","59.19","59.41","22,599,180"
08/29/2019,"59.06","59.80","59.06","59.64","21,777,160"
08/28/2019,"58.09","58.82","57.87","58.55","16,044,860"
08/27/2019,"59.03","59.12","58.07","58.39","21,549,040"
08/26/2019,"57.86","58.47","57.65","58.44","24,528,820"
08/23/2019,"59.10","59.70","57.39","57.56","33,765,420"
08/22/2019,"59.70","59.90","58.93","59.48","18,958,120"
08/21/2019,"59.66","59.95","59.37","59.56","14,821,060"
08/20/2019,"59.76","59.80","59.11","59.13","18,312,100"
08/19/2019,"59.50","60.35","59.50","59.92","24,650,340"
08/16/2019,"58.98","59.14","58.59","58.88","26,988,720"
08/15/2019,"58.18","58.79","58.11","58.36","24,494,780"
08/14/2019,"58.82","59.12","58.03","58.21","31,573,360"
08/13/2019,"58.57","60.24","58.57","59.86","26,360,180"
08/12/2019,"58.96","59.25","58.38","58.74","20,063,740"
08/09/2019,"59.90","60.19","59.18","59.40","21,313,160"
08/08/2019,"59.14","60.25","58.65","60.24","29,359,940"
08/07/2019,"57.80","58.92","57.48","58.70","28,886,480"
08/06/2019,"58.17","59.00","58.00","58.50","34,187,480"
08/05/2019,"58.50","58.76","57.01","57.62","51,949,100"
08/02/2019,"60.04","60.35","59.45","59.70","32,901,340"
08/01/2019,"60.70","61.71","60.29","60.45","33,970,200"
07/31/2019,"61.15","61.70","60.39","60.83","34,509,080"
07/30/2019,"61.27","61.74","61.17","61.26","29,065,260"
07/29/2019,"62.05","62.37","61.41","61.97","44,474,620"
07/26/2019,"61.20","63.28","61.20","62.52","96,115,040"
07/25/2019,"56.89","57.09","56.05","56.61","44,196,460"
07/24/2019,"56.60","57.20","56.35","56.89","31,802,020"
07/23/2019,"57.20","57.35","56.59","57.31","21,873,760"
07/22/2019,"56.67","56.96","56.21","56.90","26,036,920"
07/19/2019,"57.41","57.56","56.48","56.51","32,944,900"
07/18/2019,"57.09","57.38","56.64","57.32","25,825,620"
07/17/2019,"57.55","57.92","57.29","57.32","23,400,940"
07/16/2019,"57.30","57.93","57.25","57.68","24,776,140"
07/15/2019,"57.34","57.54","56.97","57.52","18,075,600"
07/12/2019,"57.20","57.37","56.94","57.25","17,279,460"
07/11/2019,"57.16","57.65","56.98","57.21","23,911,380"
07/10/2019,"56.56","57.10","56.55","57.02","24,189,320"
07/09/2019,"55.59","56.40","55.36","56.24","26,607,400"
07/08/2019,"56.26","56.30","55.56","55.82","24,728,380"
07/05/2019,"55.89","56.64","55.81","56.58","25,290,800"
07/03/2019,"55.87","56.34","55.69","56.08","15,340,220"
07/02/2019,"55.11","55.59","54.91","55.56","19,835,100"
07/01/2019,"54.90","55.38","54.69","54.90","28,770,080"
06/28/2019,"53.82","54.05","53.67","54.05","33,869,000"
06/27/2019,"54.20","54.36","53.76","53.80","20,089,540"
06/26/2019,"54.33","54.65","53.61","53.99","36,217,380"
06/25/2019,"55.63","55.72","54.19","54.32","30,938,260"
06/24/2019,"55.98","56.10","55.55","55.78","27,913,920"
06/21/2019,"55.46","56.21","55.40","56.09","38,951,820"
06/20/2019,"56.00","56.01","55.24","55.57","25,240,220"
06/19/2019,"55.28","55.35","54.67","55.12","26,784,360"
06/18/2019,"55.48","55.82","54.95","55.18","27,733,680"
06/17/2019,"54.31","54.96","54.31","54.63","18,832,040"
06/14/2019,"54.32","54.63","54.01","54.27","22,232,860"
06/13/2019,"54.18","54.71","54.01","54.44","21,160,000"
06/12/2019,"53.90","54.05","53.38","53.85","21,225,100"
06/11/2019,"54.70","55.10","53.88","53.94","28,741,260"
06/10/2019,"53.65","54.63","53.62","54.02","29,284,960"
06/07/2019,"52.53","53.55","52.42","53.30","36,047,400"
06/06/2019,"52.25","52.37","51.69","52.22","34,064,880"
06/05/2019,"52.58","52.68","51.52","52.11","43,368,780"
06/04/2019,"52.15","52.80","51.68","52.65","56,669,660"
06/03/2019,"53.28","53.28","51.25","51.81","102,611,520"
05/31/2019,"55.06","55.48","55.01","55.18","30,164,060"
05/30/2019,"55.78","56.16","55.61","55.90","19,037,460"
05/29/2019,"56.38","56.46","55.41","55.82","30,764,240"
05/28/2019,"56.70","57.58","56.66","56.71","27,303,320"
05/24/2019,"57.37","57.49","56.58","56.67","22,246,820"
05/23/2019,"57.03","57.30","56.46","57.04","23,986,000"
05/22/2019,"57.34","57.93","57.29","57.57","18,296,780"
05/21/2019,"57.42","57.64","56.90","57.48","23,203,160"
05/20/2019,"57.23","57.34","56.57","56.94","27,065,840"
05/17/2019,"58.42","59.01","58.00","58.12","24,172,460"
05/16/2019,"58.23","59.41","58.14","58.95","30,628,080"
05/15/2019,"55.89","58.57","55.83","58.21","45,786,040"
05/14/2019,"56.86","57.02","55.98","56.02","36,732,080"
05/13/2019,"57.10","57.40","56.11","56.60","37,212,960"
05/10/2019,"58.18","58.63","57.13","58.21","26,290,920"
05/09/2019,"57.95","58.48","57.54","58.12","23,719,460"
05/08/2019,"58.60","59.02","58.29","58.31","26,190,280"
05/07/2019,"59.02","59.52","58.05","58.71","31,027,360"
05/06/2019,"58.31","59.54","58.31","59.47","31,278,860"
05/03/2019,"58.68","59.34","58.45","59.27","39,613,060"
05/02/2019,"58.39","58.71","57.75","58.13","38,896,340"
05/01/2019,"59.40","59.40","58.36","58.40","52,859,660"
04/30/2019,"59.25","59.64","58.75","59.42","124,140,540"
04/29/2019,"63.70","64.46","63.31","64.38","49,988,640"
04/26/2019,"63.45","63.65","63.02","63.61","24,828,560"
04/25/2019,"63.24","63.37","62.60","63.17","22,145,900"
04/24/2019,"63.21","63.40","62.75","62.80","20,375,060"
